SL,Easting,Northing,RL,Remarks,Surveyor,Date,,,
1859,620433.5237,2736519.255,20.66,Mango Garden,Sanower Hossain,03/22/2021,,,
1860,620423.3212,2736450.143,20.73,Mango Garden,Sanower Hossain,03/22/2021,,,
1861,620429.6406,2736441.36,20.64,Mango Garden,Sanower Hossain,03/22/2021,,,
1862,620461.7175,2736458.816,20.96,Mango Garden,Sanower Hossain,03/22/2021,,,
1863,620497.4354,2736488.479,20.63,Mango Garden,Sanower Hossain,03/22/2021,,,
1864,620837,2736110,21.04,Station-2,Sanower Hossain,03/22/2021,,,
1865,620671.8508,2736346.224,21.15,BS27,Sanower Hossain,03/22/2021,,,
1866,620671.793,2736346.116,21.16,Mango Garden,Sanower Hossain,03/22/2021,,,
1867,620708.4465,2736294.027,21.60,Mango Garden,Sanower Hossain,03/22/2021,,,
1868,620797.3379,2736170.256,21.25,Mango Garden,Sanower Hossain,03/22/2021,,,
1869,620877.856,2736117.956,21.25,Mango Garden,Sanower Hossain,03/22/2021,,,
1870,620739.9426,2736169.484,21.26,Mango Garden,Sanower Hossain,03/22/2021,,,
1871,620632.4224,2736261.274,21.78,Mango Garden,Sanower Hossain,03/22/2021,,,
1872,620660.374,2736165.169,20.98,Mango Garden,Sanower Hossain,03/22/2021,,,
1873,620944.5197,2736127.458,21.04,Mango Garden,Sanower Hossain,03/22/2021,,,
1874,620579.3579,2736222.976,21.00,Mango Garden,Sanower Hossain,03/22/2021,,,
1875,620584.7535,2736170.896,21.49,Mango Garden,Sanower Hossain,03/22/2021,,,
1876,621001.3758,2736136.687,20.49,Mango Garden,Sanower Hossain,03/22/2021,,,
1877,620634.6848,2736168.412,21.27,Mango Garden,Sanower Hossain,03/22/2021,,,
1878,620656.5624,2736113.315,21.18,Mango Garden,Sanower Hossain,03/22/2021,,,
1879,620873.022,2736163.919,21.32,Mango Garden,Sanower Hossain,03/22/2021,,,
1880,620916.9933,2736168.215,21.15,Mango Garden,Sanower Hossain,03/22/2021,,,
1881,620850.4926,2736232.395,20.74,Mango Garden,Sanower Hossain,03/22/2021,,,
1882,620669.7002,2736011.73,20.95,Mango Garden,Sanower Hossain,03/22/2021,,,
1883,620733.5371,2736096.154,20.89,Mango Garden,Sanower Hossain,03/22/2021,,,
1884,620784.806,2736231.831,21.44,Mango Garden,Sanower Hossain,03/22/2021,,,
1885,620751.7823,2736002.81,21.00,Mango Garden,Sanower Hossain,03/22/2021,,,
1886,620751.7735,2736002.799,21.00,Mango Garden,Sanower Hossain,03/22/2021,,,
1887,620794.6917,2736067.503,20.85,Mango Garden,Sanower Hossain,03/22/2021,,,
1888,620770.5184,2736287.699,21.49,Mango Garden,Sanower Hossain,03/22/2021,,,
1889,620860.6219,2736050.138,20.75,Mango Garden,Sanower Hossain,03/22/2021,,,
1890,620762.7272,2736319.072,21.42,Mango Garden,Sanower Hossain,03/22/2021,,,
1891,620829.721,2736001.253,20.65,Mango Garden,Sanower Hossain,03/22/2021,,,
1892,620915.2583,2736081.762,21.28,Mango Garden,Sanower Hossain,03/22/2021,,,
1893,620919.8,2736016.794,21.03,Mango Garden,Sanower Hossain,03/22/2021,,,
1894,620813.4915,2736328.868,21.39,Mango Garden,Sanower Hossain,03/22/2021,,,
1895,620967.4386,2736081.193,20.90,Mango Garden,Sanower Hossain,03/22/2021,,,
1896,620949.2939,2735983.06,20.77,Mango Garden,Sanower Hossain,03/22/2021,,,
1897,620812.3864,2736339.96,21.82,Mango Garden,Sanower Hossain,03/22/2021,,,
1898,621011.5534,2736087.911,20.94,Mango Garden,Sanower Hossain,03/22/2021,,,
1899,620859.8943,2735932.163,20.45,Mango Garden,Sanower Hossain,03/22/2021,,,
1900,621057.8386,2736086.287,20.74,Mango Garden,Sanower Hossain,03/22/2021,,,
1901,620803.1353,2735937.058,20.49,Mango Garden,Sanower Hossain,03/22/2021,,,
1902,620891.7781,2736298.979,21.71,Mango Garden,Sanower Hossain,03/22/2021,,,
1903,620715.0729,2735956.021,20.74,Mango Garden,Sanower Hossain,03/22/2021,,,
1904,620688.8294,2735954.407,21.05,Mango Garden,Sanower Hossain,03/22/2021,,,
1905,620856,2735762,20.25,Station-3,Sanower Hossain,03/22/2021,,,
1906,620886.2262,2735852.68,20.37,BS28,Sanower Hossain,03/22/2021,,,
1907,620838.268,2735729.869,20.69,Mango Garden,Sanower Hossain,03/22/2021,,,
1908,620788.6186,2735593.066,21.32,Mango Garden,Sanower Hossain,03/22/2021,,,
1909,620811.9187,2735653.98,21.05,Mango Garden,Sanower Hossain,03/22/2021,,,
1910,620780.5167,2735749.104,20.59,Mango Garden,Sanower Hossain,03/22/2021,,,
1911,620752.1176,2735675.412,20.99,Mango Garden,Sanower Hossain,03/22/2021,,,
1912,620711.1356,2735630.4,20.95,Mango Garden,Sanower Hossain,03/22/2021,,,
1913,620737.6225,2735741.481,20.75,Mango Garden,Sanower Hossain,03/22/2021,,,
1914,620674.5778,2735653.983,21.09,Mango Garden,Sanower Hossain,03/22/2021,,,
1915,620746.466,2735794.118,20.70,Mango Garden,Sanower Hossain,03/22/2021,,,
1916,620782.574,2735815.032,20.57,Mango Garden,Sanower Hossain,03/22/2021,,,
1917,620857.5209,2735796.776,20.55,Mango Garden,Sanower Hossain,03/22/2021,,,
1918,620833.8193,2735861.801,20.39,Mango Garden,Sanower Hossain,03/22/2021,,,
1919,620905.7711,2735765.35,20.54,Mango Garden,Sanower Hossain,03/22/2021,,,
1920,620841.2051,2735921.845,20.32,Mango Garden,Sanower Hossain,03/22/2021,,,
1921,620960.4587,2735770.727,20.53,Mango Garden,Sanower Hossain,03/22/2021,,,
1922,620901.0764,2735833.306,20.45,Mango Garden,Sanower Hossain,03/22/2021,,,
1923,620908.4198,2735928.169,20.41,Mango Garden,Sanower Hossain,03/22/2021,,,
1924,620973.2472,2735811.525,20.58,Mango Garden,Sanower Hossain,03/22/2021,,,
1925,621003.9986,2735772.607,20.79,Mango Garden,Sanower Hossain,03/22/2021,,,
1926,620959.2296,2735909.568,20.44,Mango Garden,Sanower Hossain,03/22/2021,,,
1927,621000.987,2735896.55,20.42,Mango Garden,Sanower Hossain,03/22/2021,,,
1928,621040.1759,2735775.288,21.11,Mango Garden,Sanower Hossain,03/22/2021,,,
1929,620969.1054,2735696.958,20.68,Mango Garden,Sanower Hossain,03/22/2021,,,
1930,620885.0809,2735731.395,20.59,Mango Garden,Sanower Hossain,03/22/2021,,,
1931,621055.3389,2735866.021,20.64,Mango Garden,Sanower Hossain,03/22/2021,,,
1932,620864.2444,2735676.528,20.14,Mango Garden,Sanower Hossain,03/22/2021,,,
1933,620943.6018,2735666.119,20.76,Mango Garden,Sanower Hossain,03/22/2021,,,
1934,620844.0584,2735630.523,20.91,Mango Garden,Sanower Hossain,03/22/2021,,,
1935,620927.1225,2735633.303,20.62,Mango Garden,Sanower Hossain,03/22/2021,,,
1936,620820.309,2735649.142,21.07,Mango Garden,Sanower Hossain,03/22/2021,,,
1937,621046,2735774,21.23,Station-4,Sanower Hossain,03/22/2021,,,
1938,620889.5938,2735850.248,20.37,BS28,Sanower Hossain,03/22/2021,,,
1939,621131.4085,2735849.872,21.29,Mango Garden,Sanower Hossain,03/22/2021,,,
1940,621052.6197,2735840.667,20.73,Mango Garden,Sanower Hossain,03/22/2021,,,
1941,620997.7216,2735849.002,20.40,Mango Garden,Sanower Hossain,03/22/2021,,,
1942,621066.9383,2735723.864,21.62,Mango Garden,Sanower Hossain,03/22/2021,,,
1943,621173.8002,2735797.643,21.70,Mango Garden,Sanower Hossain,03/22/2021,,,
1944,620977.9001,2735767.163,21.16,Mango Garden,Sanower Hossain,03/22/2021,,,
1945,621082.2174,2735653.208,21.81,Mango Garden,Sanower Hossain,03/22/2021,,,
1946,621148.511,2735715.222,21.67,Mango Garden,Sanower Hossain,03/22/2021,,,
1947,621002.345,2735668.858,21.55,Mango Garden,Sanower Hossain,03/22/2021,,,
1948,621092.3665,2735618.541,21.72,Mango Garden,Sanower Hossain,03/22/2021,,,
1949,620982.4787,2735606.258,21.57,Mango Garden,Sanower Hossain,03/22/2021,,,
1950,621147.7047,2735606.533,21.85,Mango Garden,Sanower Hossain,03/22/2021,,,
1951,621101.0589,2735579.12,21.68,Mango Garden,Sanower Hossain,03/22/2021,,,
1952,621158.3033,2735539.965,21.68,Mango Garden,Sanower Hossain,03/22/2021,,,
1953,621052.4293,2735619.106,21.69,Mango Garden,Sanower Hossain,03/22/2021,,,
1954,621222.384,2735427.332,21.21,Mango Garden,Sanower Hosssain,03/27/2021,,,
1955,621189.343,2735355.127,21.35,Mango Garden,Sanower Hosssain,03/27/2021,,,
1956,621409.613,2735325.656,21.67,Mango Garden,Sanower Hosssain,03/27/2021,,,
1957,621363.92,2735280.678,22.45,Mango Garden,Sanower Hosssain,03/27/2021,,,
1958,621330.677,2735225.912,22.13,Mango Garden,Sanower Hosssain,03/27/2021,,,
1959,621385.663,2735221.391,22.23,Mango Garden,Sanower Hosssain,03/27/2021,,,
1960,621290.01,2735203.097,22.05,Mango Garden,Sanower Hosssain,03/27/2021,,,
1961,621286.004,2735252.981,22.13,Mango Garden,Sanower Hosssain,03/27/2021,,,
1962,621360.321,2735336.649,21.69,Mango Garden,Sanower Hosssain,03/27/2021,,,
1963,621281.488,2735323.487,21.85,Mango Garden,Sanower Hosssain,03/27/2021,,,
1964,621282.135,2735389.573,21.53,Mango Garden,Sanower Hosssain,03/27/2021,,,
1965,621337.571,2735378.595,21.61,Mango Garden,Sanower Hosssain,03/27/2021,,,
1966,621166.171,2735436.173,20.96,Mango Garden,Sanower Hosssain,03/27/2021,,,
1967,621166.181,2735436.214,20.95,Mango Garden,Sanower Hosssain,03/27/2021,,,
1968,621076.068,2735430.798,20.94,Mango Garden,Sanower Hosssain,03/27/2021,,,
1969,621024.81,2735381.808,20.96,Mango Garden,Sanower Hosssain,03/27/2021,,,
1970,620994.365,2735336.482,21.24,Mango Garden,Sanower Hosssain,03/27/2021,,,
1971,621143.05,2735438.877,20.93,Mango Garden,Sanower Hosssain,03/27/2021,,,
1972,620988.679,2735296.659,21.33,Mango Garden,Sanower Hosssain,03/27/2021,,,
1973,621142.462,2735384.632,21.13,Mango Garden,Sanower Hosssain,03/27/2021,,,
1974,620993.176,2735216.29,21.33,Mango Garden,Sanower Hosssain,03/27/2021,,,
1975,621122.253,2735337.42,21.28,Mango Garden,Sanower Hosssain,03/27/2021,,,
1976,621072.04,2735178.564,21.53,Mango Garden,Sanower Hosssain,03/27/2021,,,
1977,620996.373,2735137.596,21.96,Mango Garden,Sanower Hosssain,03/27/2021,,,
1978,621123.526,2735152.254,21.66,Mango Garden,Sanower Hosssain,03/27/2021,,,
1979,621041.423,2735116.235,21.98,Mango Garden,Sanower Hosssain,03/27/2021,,,
1980,621207.703,2735223.665,22.46,Mango Garden,Sanower Hosssain,03/27/2021,,,
1981,621119.369,2735100.102,22.60,Mango Garden,Sanower Hosssain,03/27/2021,,,
1982,621242.283,2735297.249,22.18,Mango Garden,Sanower Hosssain,03/27/2021,,,
1983,621051.691,2735157.914,21.68,Mango Garden,Sanower Hosssain,03/27/2021,,,
1984,621235.847,2735378.094,21.42,Mango Garden,Sanower Hosssain,03/27/2021,,,
1985,621181.331,2735416.263,20.97,Mango Garden,Sanower Hosssain,03/27/2021,,,
1986,621158.302,2735361.622,21.17,Mango Garden,Sanower Hosssain,03/27/2021,,,
1987,621173.401,2735322.648,21.36,Mango Garden,Sanower Hosssain,03/27/2021,,,
1988,621138.585,2735233.194,21.41,Mango Garden,Sanower Hosssain,03/27/2021,,,
1989,620928.25,2735350.591,21.71,Mango Garden,Sanower Hosssain,03/27/2021,,,
1990,620928.459,2735349.596,21.65,Mango Garden,Sanower Hosssain,03/27/2021,,,
1991,620886.837,2735369.63,21.60,Mango Garden,Sanower Hosssain,03/27/2021,,,
1992,620848.524,2735298.865,21.64,Mango Garden,Sanower Hosssain,03/27/2021,,,
1993,620942.567,2735289.471,21.65,Mango Garden,Sanower Hosssain,03/27/2021,,,
1994,620870.866,2735265.263,21.92,Mango Garden,Sanower Hosssain,03/27/2021,,,
